집계일자,시군명,구분명,전화번호안내,소재지우편번호,소재지도로명주소,소재지지번주소,WGS84위도,WGS84경도
2020-05-26,화성시,병점2동,031-5189-4540,18403,경기도 화성시 병점3로 99,경기도 화성시 병점동 834-1,37.2114734129,127.0430145959
2020-05-26,화성시,동탄4동,031-5189-4443,18476,경기도 화성시 동탄대로시범길 133,경기도 화성시 청계동 530,37.1999211039,127.1123176960
2020-05-26,화성시,우정보건지소,031-5189-2616,18563,경기도 화성시 우정읍 쌍봉로 109-14,경기도 화성시 우정읍 조암리 411-1,37.0898139108,126.8153853410
2020-05-26,화성시,우정파출소,031-351-1112,18567,경기도 화성시 우정읍 조암남로 31,경기도 화성시 우정읍 조암리 265-3,37.0840902914,126.8185758929
2020-05-26,화성시,화성시보건소(보건행정과),031-5189-255-1~7,18596,경기도 화성시 향남읍 3.1만세로 1055,경기도 화성시 향남읍 발안리 309,37.1292813141,126.9045638397
2020-05-26,화성시,동탄보건지소,031-5189-4364,18460,경기도 화성시 노작로 226-9,경기도 화성시 석우동 60,37.2070351826,127.0785854134
2020-05-26,화성시,매송보건지소,031-5189-2883,18287,경기도 화성시 매송면 매송로 43,경기도 화성시 매송면 어천리 375-2,37.2523455083,126.9091558811
2020-05-26,화성시,비봉보건지소,031-5189-2874,18284,경기도 화성시 비봉면 양노로 126,경기도 화성시 비봉면 양노리 258-1,37.2371521998,126.8748552175
2020-05-26,화성시,송산보건지소,031-5189-2887,18550,경기도 화성시 송산면 사강시장길 26,경기도 화성시 송산면 사강리 711-2,37.2132123381,126.7324609814
2020-05-26,화성시,장안보건지소,031-5189-2586,18583,경기도 화성시 장안면 포승장안로 1219,경기도 화성시 장안면 독정리 933-1,37.0675127370,126.8473297217
2020-05-26,화성시,정남보건지소,031-5189-4470,18519,경기도 화성시 정남면 서봉로 998,경기도 화성시 정남면 신리 260-1,37.1602719243,126.9711188102
2020-05-26,화성시,매향보건진료소,031-358-2616,18570,경기도 화성시 우정읍 기아자동차로 221-6,경기도 화성시 우정읍 매향리 660-1,37.0492753003,126.7653225684
2020-05-26,화성시,유포보건진료소,031-5189-7179,18282,경기도 화성시 비봉면 남이로 241-3,경기도 화성시 비봉면 유포리 306-1,37.2481097236,126.8409832216
2020-05-26,화성시,서근보건진료소,031-5189-6371,18575,경기도 화성시 팔탄면 대평안길 6,경기도 화성시 팔탄면 서근리 50-1,37.1314826466,126.8434708124
2020-05-26,화성시,사창보건진료소,031-5189-1007,18626,경기도 화성시 양감면 사창길18-18,경기도 화성시 양감면 사창리 483-3,37.0932444903,126.9694695130
2020-05-26,화성시,정림보건진료소,031-5189-2260,18514,경기도 화성시 정남면 정남동로 355,경기도 화성시 정남면 망월리 297-1,37.1511688285,127.0069252253
2020-05-26,화성시,비봉면,031-5189-2731,18284,경기도 화성시 비봉면 비봉로 71번길 1,경기도 화성시 비봉면 양노리 253-3,37.2358040618,126.8738968113
2020-05-26,화성시,송산면,031-5189-2761,18549,경기도 화성시 송산면 매봉산길 12,경기도 화성시 송산면 삼존리 203-5,37.2178435889,126.7391540830
2020-05-26,화성시,서신면,031-5189-2771,18555,경기도 화성시 서신면 궁평항로 1702,경기도 화성시 서신면 매화리 277,37.1662324789,126.7092609763
2020-05-26,화성시,팔탄면,031-5189-278-2~8,18527,경기도 화성시 팔탄면 구장길 14,경기도 화성시 팔탄면 구장리 563,37.1622205003,126.9049137499
2020-05-26,화성시,장안면,031-5189-279-1~4,18584,경기도 화성시 장안면 포승장안로 1460-7,경기도 화성시 장안면 사랑리 138-14,37.0795377464,126.8311721892
2020-05-26,화성시,양감면,031-5189-2821,18633,경기도 화성시 양감면 초록로 7,경기도 화성시 양감면 신왕리 1994,37.0816878563,126.9457206809
2020-05-26,화성시,정남면,031-5189-4622,18519,경기도 화성시 정남면 서봉로 998,경기도 화성시 정남면 신리 260-1,37.1602719243,126.9711188102
2020-05-26,화성시,진안동,031-5189-4500,18400,경기도 화성시 병점4로 34,경기도 화성시 진안동 460-9,37.2133441861,127.0350012967
2020-04-20,오산시,대원동,031-370-6230,18143,경기도 오산시 오산로132번길 28 (원동),경기도 오산시 원동 404-8번지,37.138617,127.071723
2020-04-20,오산시,남촌동,031-370-6260,18119,경기도 오산시 청학로 55-5 (청학동),경기도 오산시 청학동 16-6번지,37.1545873,127.0634552
2020-04-20,오산시,오산시청,031-370-3114,18132,경기도 오산시 성호대로 141 (오산동),경기도 오산시 오산동 915번지,37.1490355,127.0776652
2020-04-20,오산시,중앙동,031-370-6200,18135,경기도 오산시 경기대로 307 (오산동),경기도 오산시 오산동 850-1번지,37.152003,127.072989
2020-04-20,오산시,신장동,031-370-6290,18108,경기도 오산시 문헌공로 45 (금암동),경기도 오산시 금암동 495-2,37.176331,127.054489
2020-04-20,오산시,초평동,031-370-6350,18104,경기도 오산시 발안로 1308-9 (벌음동),경기도 오산시 벌음동 243-1번지,37.1398415,127.040658
2020-04-20,오산시,세마동,031-370-6320,18105,경기도 오산시 독산성로 419 (세교동),경기도 오산시 세교동 595-2번지,37.1883003,127.0408236
2020-04-13,이천시,이천시청,031-644-2000,17379,경기도 이천시 부악로 40,경기도 이천시 중리동 490번지,37.272374,127.435044
2020-04-13,이천시,장호원읍행정복지센터,031-641-3001,17422,경기도 이천시 장호원읍 서동대로 8844-6,경기도 이천시 장호원읍 진암리 17-21,37.115146,127.616798
2020-04-13,이천시,부발읍행정복지센터,031-633-0461,17324,경기도 이천시 부발읍 무촌로 121,경기도 이천시 부발읍 무촌리 168-8,37.283856,127.486907
2020-04-13,이천시,신둔면행정복지센터,031-632-7001,17303,경기도 이천시 신둔면 경충대로 3128,경기도 이천시 신둔면 수광리 153-1,37.306469,127.404025
2020-04-13,이천시,백사면행정복지센터,031-644-8532,17312,경기도 이천시 백사면 현방로 65,경기도 이천시 백사면 현방리 87-7,37.339014,127.490691
2020-04-13,이천시,호법면행정복지센터,031-632-9001,17394,경기도 이천시 호법면 이섭대천로527번길 27,경기도 이천시 호법면 후안리 246,37.223229,127.424897
2020-04-13,이천시,마장면행정복지센터,031-632-2001,17387,경기도 이천시 마장면 오천로 107,경기도 이천시 마장면 오천리 62-4,37.249129,127.357926
2020-04-13,이천시,관고동행정복지센터,031-633-9007,17354,경기도 이천시 설봉로 65,경기도 이천시 관고동 38-1,37.282354,127.438228
2020-04-13,이천시,중리동행정복지센터,031-633-9003,17375,경기도 이천시 남천로 31,경기도 이천시 중리동 187,37.278087,127.441774
2020-04-13,이천시,증포동행정복지센터,031-633-1002,17346,경기도 이천시 증신로156번길 15,경기도 이천시 증포동 182-5,37.290389,127.452551
2020-04-13,이천시,창전동행정복지센터,031-633-9001,17365,경기도 이천시 영창로163번길 22,경기도 이천시 창전동 420-9,37.283097,127.441148
2020-04-13,이천시,율면행정복지센터,031-644-8001,17423,경기도 이천시 율면 고당로 132,경기도 이천시 율면 고당리 241-5,37.094528,127.546449
2020-04-13,이천시,설성면행정복지센터,031-641-6001,17411,경기도 이천시 설성면 설장로17번길 6-5,경기도 이천시 설성면 금당리 126-1,37.132645,127.522044
2020-04-13,이천시,대월면행정복지센터,031-632-1001,17343,경기도 이천시 대월면 사동로 1-10,경기도 이천시 대월면 초지리 220,37.230044,127.492405
2020-04-13,이천시,모가면행정복지센터,031-632-3001,17408,경기도 이천시 모가면 진상미로 1295,경기도 이천시 모가면 진가리 114-6,37.171863,127.480154
2020-04-10,하남시,하남시청,031-790-6114,12951,"경기도 하남시 대청로 10 (신장동,하남시청)",경기도 하남시 신장동 520번지 하남시청,37.5390571,127.2155298
2020-04-10,하남시,신장1동,031-790-6602,12959,경기도 하남시 신장1로27번길 13 (신장동),경기도 하남시 신장동 446-17번지,37.5387867,127.2095729
2020-04-10,하남시,덕풍1동,031-790-6604,12979,경기도 하남시 역말로 14 (덕풍동),경기도 하남시 덕풍동 522-3번지,37.5335152,127.2005793
2020-04-10,하남시,덕풍3동,031-790-6606,12927,경기도 하남시 덕풍서로 66 (덕풍동),경기도 하남시 덕풍동 737번지,37.5525119,127.2047858
2020-04-10,하남시,신장2동,031-790-6603,12947,경기도 하남시 대청로21번길 32 (신장동),경기도 하남시 신장동 521-1번지,37.5416909,127.2139034
2020-04-10,하남시,풍산동,031-790-6607,12984,경기도 하남시 하남대로 1037-4 (풍산동),경기도 하남시 풍산동 244-11번지,37.5490197,127.1850903
2020-04-10,하남시,초이동,031-790-6610,12986,경기도 하남시 초이로 65 (초이동),경기도 하남시 초이동 276-5번지,37.536629,127.1708668
2020-04-10,하남시,위례동,031-790-6613,13014,경기도 하남시 위례순환로 310,경기도 하남시 학암동 287-1,37.47720239,127.1524211
2020-04-10,하남시,미사2동,031-790-6612,12909,경기도 하남시 아리수로 531,경기도 하남시 망월동 981번지,37.56717508,127.1860544
2020-04-10,하남시,미사1동,031-790-6611,12913,경기도 하남시 미사강변남로 59,경기도 하남시 망월동 1071번지,37.56031593,127.188808
2020-04-10,하남시,천현동,031-790-6601,13024,경기도 하남시 검단남로 48 (하산곡동),경기도 하남시 하산곡동 172-1번지,37.519184,127.224028
2020-04-10,하남시,감북동,031-790-6608,12990,경기도 하남시 감북로 39 (감북동),경기도 하남시 감북동 328번지,37.5162035,127.1617394
2020-04-10,하남시,춘궁동,031-790-6609,13020,경기도 하남시 서하남로 490 (춘궁동),경기도 하남시 춘궁동 333-2번지,37.5221662,127.1941462
2020-04-10,하남시,덕풍2동,031-790-6605,12972,경기도 하남시 덕풍공원로 12 (덕풍동),경기도 하남시 덕풍동 693번지,37.5422842,127.1981451
2020-04-08,김포시,통진읍행정복지센터,031-980-5302,10019,경기도 김포시 통진읍 김포대로 2250,경기도 김포시 통진읍 마송리 495번지,37.69065726,126.596332
2020-04-08,김포시,양촌읍행정복지센터,031-980-5286,10057,경기도 김포시 양촌읍 양곡1로68번길 37,경기도 김포시 양촌읍 양곡리 1554번지,37.65720336,126.6254299
2020-04-08,김포시,월곶면사무소,031-980-5345,10024,경기도 김포시 월곶면 군하로 263,경기도 김포시 월곶면 군하리 188-11번지,37.71516882,126.5527148
2020-04-08,김포시,김포본동행정복지센터,031-980-5201,10106,경기도 김포시 북변1로 13,경기도 김포시 북변동 703번지,37.62756683,126.7057395
2020-04-08,김포시,장기본동행정복지센터,031-980-5221,10081,경기도 김포시 김포대로 1433,경기도 김포시 장기동 1338번지,37.65230893,126.671699
2020-04-08,김포시,풍무동행정복지센터,031-980-5384,10115,경기도 김포시 풍무로 74,경기도 김포시 풍무동 804번지,37.60214647,126.7220342
2020-04-08,김포시,장기동행정복지센터,031-980-5965,10088,경기도 김포시 김포한강2로 112,경기도 김포시 장기동 2055-2번지,37.63972679,126.6713337
2020-04-08,김포시,운양동행정복지센터,031-980-5811,10078,경기도 김포시 모담공원로 32,경기도 김포시 운양동 1326-1번지,37.65143782,126.6832166
2020-04-08,김포시,양곡도서관,031-5186-4830,10056,경기도 김포시 양촌읍 양곡4로197번길 40,경기도 김포시 양촌읍 양곡리 1240번지,37.6616235,126.6314373
2020-04-08,김포시,풍무도서관,031-5186-4870,10113,경기도 김포시 풍무로146번길 101(풍무동),경기도 김포시 풍무동 154-7번지,37.607539,126.729141
2020-04-08,김포시,평생학습관,031-980-5147,10109,경기도 김포시 사우중로3번길 13-17,경기도 김포시 사우동 262번지,37.6160720913,126.7143000090
2020-04-08,김포시,고촌읍행정복지센터,031-980-5265,10125,경기도 김포시 고촌읍 장차로 14,경기도 김포시 고촌읍 신곡리 530-1,37.60325127,126.7709616
2020-04-08,김포시,차량등록사업소,031-980-5166,10092,경기도 김포시 감암로 125,경기도 김포시 걸포동 1550-63번지,37.64340644,126.7081957
2020-04-08,김포시,통진도서관,031-996-0750,10016,경기도 김포시 통진읍 조강로 132,경기도 김포시 통진읍 서암리 840-6번지,37.693983,126.5920603
2020-04-08,김포시,고촌도서관,031-5186-4850,10125,경기도 김포시 고촌읍 장차로 14,경기도 김포시 고촌읍 신곡리 530-1번지,37.6033599,126.7709609
2020-04-08,김포시,중봉도서관,031-5186-4800,10106,경기도 김포시 봉화로130번길 26(북변동),경기도 김포시 북변동 226-37번지,37.6258068,126.7069315
2020-04-08,김포시,장기도서관,031-5186-4680,10079,경기도 김포시 김포한강2로 42(장기동),경기도 김포시 장기동 2001-1번지,37.641871,126.676491
2020-04-08,김포시,상하수도사업소,031-980-5128,10123,경기도 김포시 고촌읍 신곡로 152,경기도 김포시 고촌읍 풍곡리 221번지,37.60642825,126.7628457
2020-04-08,김포시,농업기술센터,031-980-5081,10025,경기도 김포시 월곶면 오리정로 13,경기도 김포시 월곶면 갈산리 536-15번지,37.69481246,126.5561377
2020-04-08,김포시,경제국 임시청사,031-980-5011,10111,경기도 김포시 사우중로 108,경기도 김포시 사우동 922번지,37.6192103,126.718375
2020-04-08,김포시,김포시청,031-980-2114,10109,경기도 김포시 사우중로 1,경기도 김포시 사우동 263-1번지,37.61522364,126.7157055
2020-04-08,김포시,마산동행정복지센터,031-5186-3158,10066,"경기도 김포시 김포한강3로 432, 골든하임 상가 1층",경기도 김포시 마산동 621-15번지 골든하임 상가 1층,37.6411175680,126.6440114201
2020-04-08,김포시,구래동행정복지센터,031-980-5833,10071,경기도 김포시 김포한강9로115번길 25,경기도 김포시 구래동 6872-5번지,37.64647908,126.6236784
2020-04-08,김포시,사우동주민센터,031-980-5248,10108,경기도 김포시 돌문로 51,경기도 김포시 사우동 236-2번지,37.61930752,126.7167454
2020-04-08,김포시,하성면행정복지센터,031-980-5361,10011,경기도 김포시 하성면 애기봉로 845,경기도 김포시 하성면 마곡리 623-3번지,37.72017939,126.6313345
2020-04-08,김포시,대곶면사무소,031-980-5327,10040,경기도 김포시 대곶면 율생중앙로 7-2,경기도 김포시 대곶면 율생리 530번지,37.64911886,126.582541
2020-04-08,김포시,보건소,031-980-5011,10111,경기도 김포시 사우중로 108,경기도 김포시 사우동 869번지,37.62371955,126.7231266
2019-12-11,광명시,하안3동,02-2680-6614,14309,경기도 광명시 금당로 28,경기도 광명시 하안동 260-1번지,37.458713,126.881620
2019-12-11,광명시,광명시청,02-2680-2114,14234,경기도 광명시 시청로 20,경기도 광명시 철산동 222-1번지,37.479097,126.864846
2019-12-11,광명시,하안1동,02-2680-6612,14258,경기도 광명시 오리로 747,경기도 광명시 하안동 684-2번지,37.465122,126.869133
2019-12-11,광명시,철산3동,02-2680-5201,14238,경기도 광명시 철산로 56,경기도 광명시 철산동 449-1번지,37.476947,126.872207
2019-12-11,광명시,광명4동,02-2680-6604,14266,경기도 광명시 광명로888번길 26-6,경기도 광명시 광명동 158-609번지,37.477134,126.856316
2019-12-11,광명시,광명7동,02-2680-6607,14276,경기도 광명시 도덕로 63,경기도 광명시 광명동 720-7번지,37.469880,126.854426
2019-12-11,광명시,소하2동,02-2680-6617,14328,경기도 광명시 성채로 52,경기도 광명시 소하동 1383-1번지,37.432100,126.880200
2019-12-11,광명시,하안2동,02-2680-6613,14245,경기도 광명시 안현로 25,경기도 광명시 하안동 682-3번지,37.464703,126.874724
2019-12-11,광명시,광명3동,02-2680-6603,14221,경기도 광명시 광명로928번길 18-20,경기도 광명시 광명동 136-8번지,37.480234,126.856934
2019-12-11,광명시,철산4동,02-2680-6611,14252,경기도 광명시 도덕공원로 60,경기도 광명시 철산동 489-2번지,37.474091,126.864502
2019-12-11,광명시,철산2동,02-2680-6609,14229,경기도 광명시 시청로 94,경기도 광명시 철산동 154번지,37.484689,126.866622
2019-12-11,광명시,광명6동,02-2680-6606,14295,경기도 광명시 광명로791번길 6,경기도 광명시 광명동 786번지,37.471088,126.848640
2019-12-11,광명시,하안4동,02-2680-6615,14247,경기도 광명시 안현로 54,경기도 광명시 하안동 30-2번지,37.465712,126.877729
2019-12-11,광명시,광명2동,02-2680-6602,14201,경기도 광명시 광명로 947,경기도 광명시 광명동 93-3번지,37.483358,126.855924
2019-12-11,광명시,광명1동,02-2680-6601,14205,경기도 광명시 광복로31번길 10,경기도 광명시 광명동 9-33번지,37.488620,126.862667
2019-12-11,광명시,학온동,02-2680-6618,14339,경기도 광명시 서독로104번길 14,경기도 광명시 가학동 545-3번지,37.415459,126.851346
2019-12-11,광명시,소하1동,02-2680-6616,14315,경기도 광명시 소하로 25,경기도 광명시 소하동 1291번지,37.452222,126.884971
2019-12-11,광명시,철산1동,02-2680-6608,14224,경기도 광명시 사성로 121,경기도 광명시 철산동 9-141번지,37.490742,126.867862
2019-12-11,광명시,광명5동,02-2680-6605,14284,경기도 광명시 너부대로35번길 20,경기도 광명시 광명동 170번지,37.478766,126.847512
2019-08-13,광주시,퇴촌면,031-760-4819,12711,경기도 광주시 퇴촌면 탑골길 6,경기도 광주시 퇴촌면 광동리 327-1번지,37.46690935,127.3071219
2019-08-13,광주시,곤지암읍,031-760-2924,12801,경기도 광주시 곤지암읍 광여로 59,경기도 광주시 곤지암읍 곤지암리 135-3번지,37.35093417,127.3523773
2019-08-13,광주시,광주시청,031-760-2000,12738,경기도 광주시 행정타운로 50,경기도 광주시 송정동 570번지,37.42943296,127.255084
2019-08-13,광주시,송정동,031-760-4518,12747,경기도 광주시 탄벌길 6,경기도 광주시 탄벌동 717-5번지,37.41968948,127.246097
2019-08-13,광주시,경안동,031-760-4504,12755,경기도 광주시 중앙로 125,경기도 광주시 경안동 53-2번지,37.4108575,127.2572896
2019-08-13,광주시,남한산성면,031-760-4951,12704,경기도 광주시 남한산성면 남한산성로 2,경기도 광주시 남한산성면 광지원리 112번지,37.46338016,127.2442802
2019-08-13,광주시,오포읍,031-760-4834,12790,경기도 광주시 오포읍 오포로859번길 29,경기도 광주시 오포읍 추자리 102-16번지,37.3661517,127.228625
2019-08-13,광주시,남종면,031-760-4972,12708,경기도 광주시 남종면 분원길 9,경기도 광주시 남종면 분원리 132번지,37.49427185,127.3019843
2019-08-13,광주시,초월읍,031-760-4899,12735,경기도 광주시 초월읍 경충대로 1241,경기도 광주시 초월읍 대쌍령리 211-2번지,37.38524761,127.2879413
2019-08-13,광주시,광남동,031-760-4537,12784,경기도 광주시 태봉로 45,경기도 광주시 태전동 249-2번지,37.389029,127.2298141
2019-08-13,광주시,도척면,031-760-4940,12815,경기도 광주시 도척면 노곡로 20,경기도 광주시 도척면 노곡리 58-14번지,37.3048153,127.3311699
2019-06-21,수원시,조원1동,031-228-5841,16282,경기도 수원시 장안구 금당로 56,경기도 수원시 장안구 조원동 735번지,37.3017982,127.0164992
2019-06-21,수원시,파장동,031-228-5854,16348,경기도 수원시 장안구 경수대로1073번길 11,경기도 수원시 장안구 파장동 584-6번지,37.3084021,126.9947975
2019-06-21,수원시,권선1동 행정복지센터,031-228-6670,16566,경기도 수원시 권선구 경수대로352번길 29,경기도 수원시 권선구 권선동 1034-5번지,37.2577504,127.0246059
2019-06-21,수원시,세류2동 행정복지센터,031-228-6152,16588,경기도 수원시 권선구 덕영대로 1107,경기도 수원시 권선구 세류동 980-1번지,37.253366,127.0130755
2019-06-21,수원시,입북동 행정복지센터,031-228-6832,16367,경기도 수원시 권선구 입북로 17,경기도 수원시 권선구 입북동 429-9번지,37.293211,126.9595437
2019-06-21,수원시,고등동 행정복지센터,031-228-7606,16450,경기도 수원시 팔달구 고등로 37,경기도 수원시 팔달구 고등동 153-1번지,37.2734563,127.001141
2019-06-21,수원시,매교동 행정복지센터,031-228-7832,16466,경기도 수원시 팔달구 효원로89번길 60,경기도 수원시 팔달구 매교동 88-1번지,37.2685718,127.0142506
2019-06-21,수원시,매산동 행정복지센터,031-228-7842,16456,경기도 수원시 팔달구 매산로 41,경기도 수원시 팔달구 매산로2가 40-30번지,37.2687347,127.0056957
2019-06-21,수원시,수원시청,1899-3300,16490,경기도 수원시 팔달구 효원로 241,경기도 수원시 팔달구 인계동 1111번지,37.2634549,127.0286617
2019-06-21,수원시,우만1동 행정복지센터,031-228-7899,16237,경기도 수원시 팔달구 세지로 406,경기도 수원시 팔달구 우만동 506번지,37.2853824,127.0294188
2019-06-21,수원시,인계동 행정복지센터,031-228-7912,16475,경기도 수원시 팔달구 인계로29번길 6,경기도 수원시 팔달구 인계동 909-69번지,37.2703764,127.0213359
2019-06-21,수원시,지동 행정복지센터,031-228-7882,16248,경기도 수원시 팔달구 팔달문로115번길 5,경기도 수원시 팔달구 지동 479번지,37.282038,127.0284703
2019-06-21,수원시,팔달구청,1899-3300,16255,경기도 수원시 팔달구 창룡대로 23,경기도 수원시 팔달구 매향동 49번지,37.2825146,127.0193113
2019-06-21,수원시,화서1동 행정복지센터,031-228-7727,16442,경기도 수원시 팔달구 동말로4번길 10,경기도 수원시 팔달구 화서동 184-357번지,37.2764224,126.9950343
2019-06-21,수원시,화서2동 행정복지센터,031-228-7608,16425,경기도 수원시 팔달구 화산로6번길 6,경기도 수원시 팔달구 화서동 689-1번지,37.2850897,126.9862829
2019-06-21,수원시,농업기술센터,031-228-2554,16631,경기도 수원시 권선구 온정로 45,경기도 수원시 권선구 오목천동 40번지,37.2499369,126.9632632
2019-06-21,수원시,상수도사업소,031-228-4906,16290,경기도 수원시 장안구 광교산로 119,경기도 수원시 장안구 하광교동 416-1번지,37.3010653,127.0275264
2019-06-21,수원시,우만2동 행정복지센터,031-228-7902,16498,경기도 수원시 팔달구 중부대로207번길 33,경기도 수원시 팔달구 우만동 108-3번지,37.2780017,127.0397805
2019-06-21,수원시,경기도청,120,16444,경기도 수원시 팔달구 효원로 1,경기도 수원시 팔달구 매산로3가 1-1번지,37.2746669,127.0096199
2019-06-21,수원시,행궁동 행정복지센터,031-228-7825,16251,경기도 수원시 팔달구 신풍로23번길 40,경기도 수원시 팔달구 신풍동 100번지,37.2840483,127.0126477
2019-06-21,수원시,광교1동 행정복지센터,031-228-8711,16509,경기도 수원시 영통구 도청로89번길 20,경기도 수원시 영통구 이의동 1350번지,37.2901809,127.047397
2019-06-21,수원시,영통2동 행정복지센터,031-228-8741,16679,경기도 수원시 영통구 영통로217번길 12,경기도 수원시 영통구 영통동 977-3번지,37.2469631,127.0563236
2019-06-21,수원시,원천동 행정복지센터,031-228-8689,16518,경기도 수원시 영통구 중부대로 339,경기도 수원시 영통구 원천동 610번지,37.2734948,127.0532675
2019-06-21,수원시,율천동,031-228-5835,16417,경기도 수원시 장안구 서부로2106번길 27,경기도 수원시 장안구 율전동 433-2번지,37.2976151,126.9714245
2019-06-21,수원시,정자2동,031-228-5837,16312,경기도 수원시 장안구 송정로24번길 34,경기도 수원시 장안구 정자동 32-7번지,37.2950777,127.0004375
2019-06-21,수원시,영통구보건소,031-228-8715,16703,경기도 수원시 영통구 영통로 396,경기도 수원시 영통구 영통동 961-18번지,37.2567367,127.0693887
2019-06-21,수원시,매탄1동 행정복지센터,031-228-8609,16532,경기도 수원시 영통구 인계로189번길 119,경기도 수원시 영통구 매탄동 176-4번지,37.2705012,127.0405297
2019-06-21,수원시,매탄2동 행정복지센터,031-228-8629,16524,경기도 수원시 영통구 매영로39번길 21,경기도 수원시 영통구 매탄동 198-99번지,37.270149,127.0474385
2019-06-21,수원시,매탄3동 행정복지센터,031-228-8641,16548,경기도 수원시 영통구 동탄원천로881번길 76,경기도 수원시 영통구 매탄동 1279-1번지,37.2564476,127.0431058
2019-06-21,수원시,매탄4동 행정복지센터,031-228-8669,16541,경기도 수원시 영통구 산남로 26-4,경기도 수원시 영통구 매탄동 232-2번지,37.2651207,127.048707
